TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,Interaction
382.7824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
382.8268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
382.8602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
382.9046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
382.9491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
382.9935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.0269,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.0713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.1158,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.1491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.1935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.2379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.2713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.3157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.3602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.4046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.4491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.4935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.538,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.5713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.6157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.6491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.6935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.7268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.7713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.8157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.8491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.8935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.938,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
383.9713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.0157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.0602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.0935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.1379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.1824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.2157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.2602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.3046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.3491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.3935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.4268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.4713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.5157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.549,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.5935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.6379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.6824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.7268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.7713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.8046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.8491,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.8935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.9268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
384.9713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
385.0157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
385.0602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
385.0935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
385.1379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
385.1824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
385.2268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;
385.2713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;
385.3157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;
385.3602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;
385.3935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;
385.4379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;
385.4824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.5157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.5602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.6046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.649,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.6824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.7268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.7713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.8157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.8601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.9046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.949,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
385.9824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.0268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.0713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.1157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.1602,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.2046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.249,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.2935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.3268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.3824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.4157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.4713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.5157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.549,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.5935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.6379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.6713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.7157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.7712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.8157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.849,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.8935,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.9379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
386.9713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
387.0157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
387.0713,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
387.1157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
387.1601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
387.2046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis6;Vis4;
387.6268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
387.6712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
387.7157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.5601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.5934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.6379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.6823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.7157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.7601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.8046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.849,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.8824,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.9268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
388.9712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.0157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.0601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.0934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.1379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.1823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.2268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.2712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.3157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.349,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.3934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.4379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.4823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;Vis4;
389.6046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.649,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.6823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.7268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.7712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.8046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.849,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.8934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.9268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
389.9712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.0157,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.0601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.1046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.149,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.2046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.2379,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.2823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.3156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.3601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.4045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.449,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.4823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.5268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.5712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.6046,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.649,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.7045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.749,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.7934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.8268,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.8712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.9156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
390.9601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
391.0045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
393.7267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
393.7601,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
393.8045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
393.8489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
393.8934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
393.9378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
393.9823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
394.0267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
394.0712,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
394.1156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.6378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.6823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.7267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.7711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.8156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.8489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.8934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.9378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
395.9823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.0156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.06,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.1045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.1489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.1823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.2267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.2711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.3045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.3489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.3934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.4378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.4711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.5156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.56,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.5934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.6378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.6823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
396.7156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
396.76,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
396.8045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
396.8489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
396.8823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
396.9267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
396.9711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.0156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.0489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.0934,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.1378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.1823,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.2156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.26,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.3045,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.3378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.3822,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.4267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.4711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
397.5156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis1;
399.6711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.7155,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.76,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.8044,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.8378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.8822,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.9267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
399.9711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.0044,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.06,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.0933,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.1378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.1822,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.2267,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.2711,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.3156,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.36,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.4044,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.4489,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.4933,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.5378,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.5822,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.6155,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.66,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
400.7044,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
406.0822,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
407.5044,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
408.8932,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
410.4154,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
411.3488,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
414.4376,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
416.5931,3,2,0,Floor,Shelves,Foot Interaction,Right Foot Press
418.4153,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.4598,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.5042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.5376,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.582,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.6265,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.6598,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.7042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.7487,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.7931,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.8264,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.882,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.9265,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
418.9598,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.0042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.0487,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.0931,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.1264,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.1709,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.2153,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.2598,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.3042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.3376,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.382,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.4265,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.4709,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.5265,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.5598,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.6042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.6487,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.6931,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
419.7375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis6;
422.2042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.2375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.282,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.3153,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.3597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.4042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.4486,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.4931,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.5375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.5709,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.6153,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.6597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.7042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.7486,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.782,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.8375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.9042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.9597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
422.9931,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
423.0375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
423.282,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
423.3264,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
423.3708,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis2;
425.6042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.6486,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.6931,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.7375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.7819,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.8153,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.8597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.9041,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.9375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
425.9819,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.0264,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.0597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.1042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.1486,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.1819,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.2264,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;
426.2708,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.3041,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.3486,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.393,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.4375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.4819,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.5153,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.5597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.6042,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.6375,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.6819,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.7264,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.7597,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.8041,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.8486,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
426.893,3,2,0,Floor,Shelves,Foot Interaction,Right SlidingVis4;Vis2;
