TimeSinceStart,TrialNo,TrialID,ParticipantID,Landmark,DetailedView,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,LeftControllerPosition.x,LeftControllerPosition.y,LeftControllerPosition.z,LeftControllerEulerAngles.x,LeftControllerEulerAngles.y,LeftControllerEulerAngles.z,RightControllerPosition.x,RightControllerPosition.y,RightControllerPosition.z,RightControllerEulerAngles.x,RightControllerEulerAngles.y,RightControllerEulerAngles.z,WaistPosition.x,WaistPosition.y,WaistPosition.z,WaistEulerAngles.x,WaistEulerAngles.y,WaistEulerAngles.z,LeftShoePosition.x,LeftShoePosition.y,LeftShoePosition.z,LeftShoeEulerAngles.x,LeftShoeEulerAngles.y,LeftShoeEulerAngles.z,RightShoePosition.x,RightShoePosition.y,RightShoePosition.z,RightShoeEulerAngles.x,RightShoeEulerAngles.y,RightShoeEulerAngles.z,LeftGripPressed,LeftTriggerPressed,LeftFootSliding,LeftFootPressed,RightGripPressed,RightTriggerPressed,RightFootSliding,RightFootPressed
97.11784,14,13,2,Shelves,Shelves,-0.1649877,0.8097782,-0.210496,333.5493,23.64648,181.0499,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.16229,14,13,2,Shelves,Shelves,-0.1650098,0.8097789,-0.2104859,333.549,23.63268,181.051,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.19563,14,13,2,Shelves,Shelves,-0.1649911,0.809787,-0.2104917,333.5447,23.64601,181.047,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.22895,14,13,2,Shelves,Shelves,-0.1650022,0.8097951,-0.2104833,333.5402,23.63914,181.0465,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.2734,14,13,2,Shelves,Shelves,-0.1650031,0.8097829,-0.2104876,333.5469,23.6368,181.0503,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.30673,14,13,2,Shelves,Shelves,-0.1649924,0.8097847,-0.2104918,333.546,23.64084,181.0532,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.34007,14,13,2,Shelves,Shelves,-0.165012,0.8097755,-0.2104863,333.5508,23.63289,181.0493,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.38451,14,13,2,Shelves,Shelves,-0.1650016,0.8097919,-0.2104849,333.5421,23.63444,181.0537,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.41784,14,13,2,Shelves,Shelves,-0.1650028,0.8097839,-0.2104872,333.5464,23.63374,181.0545,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.45117,14,13,2,Shelves,Shelves,-0.1649986,0.8097883,-0.2104875,333.5439,23.63567,181.0548,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.49561,14,13,2,Shelves,Shelves,-0.165004,0.8097884,-0.2104851,333.5439,23.63425,181.0525,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
97.52895,14,13,2,Shelves,Shelves,-0.1649888,0.8097893,-0.2104916,333.5436,23.63415,181.0645,-0.156117,0.7702943,-0.3305458,57.56099,107.8403,307.589,-0.2030171,0.773044,-0.3679098,55.03514,180.7222,53.45066,0,0,0,0,0,0,0,0,0,270,264.821,0,0.185,0.051,0.27,295.0201,351.2376,99.42271,False,False,False,False,False,False,False,False
